statefip,stateName,stateabbrev,area,MSAname,countyfip,township,county_town_name,county_town_BLSname
42,Pennsylvania,PA,4200001,Western Pennsylvania nonmetropolitan area,123,000,Warren County,Warren County
42,Pennsylvania,PA,38300,"Pittsburgh, PA",125,000,Washington County,Washington County
42,Pennsylvania,PA,4200002,Northern Pennsylvania nonmetropolitan area,127,000,Wayne County,Wayne County
42,Pennsylvania,PA,38300,"Pittsburgh, PA",129,000,Westmoreland County,Westmoreland County
42,Pennsylvania,PA,42540,"Scranton--Wilkes-Barre--Hazleton, PA",131,000,Wyoming County,Wyoming County
42,Pennsylvania,PA,49620,"York-Hanover, PA",133,000,York County,York County
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",001,001,Barrington town,Barrington town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",001,002,Bristol town,Bristol town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,003,Burrillville town,Burrillville town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,004,Central Falls city,Central Falls city
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",009,005,Charlestown town,Charlestown town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",003,006,Coventry town,Coventry town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,007,Cranston city,Cranston city
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,008,Cumberland town,Cumberland town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",003,009,East Greenwich town,East Greenwich town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,010,East Providence city,East Providence city
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",009,011,Exeter town,Exeter town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,012,Foster town,Foster town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,013,Glocester town,Glocester town
44,Rhode Island,RI,76450,"Norwich-New London-Westerly, CT-RI",009,014,Hopkinton town,Hopkinton town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",005,015,Jamestown town,Jamestown town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,016,Johnston town,Johnston town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,017,Lincoln town,Lincoln town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",005,018,Little Compton town,Little Compton town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",005,019,Middletown town,Middletown town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",009,020,Narragansett town,Narragansett town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",005,021,Newport city,Newport city
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",009,023,North Kingstown town,North Kingstown town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,024,North Providence town,North Providence town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,025,North Smithfield town,North Smithfield town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,026,Pawtucket city,Pawtucket city
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",005,027,Portsmouth town,Portsmouth town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,028,Providence city,Providence city
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",009,029,Richmond town,Richmond town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,030,Scituate town,Scituate town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,031,Smithfield town,Smithfield town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",009,032,South Kingstown town,South Kingstown town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",005,033,Tiverton town,Tiverton town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",001,034,Warren town,Warren town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",003,035,Warwick city,Warwick city
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",003,037,West Greenwich town,West Greenwich town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",003,038,West Warwick town,West Warwick town
44,Rhode Island,RI,76450,"Norwich-New London-Westerly, CT-RI",009,036,Westerly town,Westerly town
44,Rhode Island,RI,77200,"Providence-Warwick, RI-MA",007,039,Woonsocket city,Woonsocket city
45,South Carolina,SC,4500002,Upper Savannah South Carolina nonmetropolitan area,001,000,Abbeville County,Abbeville County
45,South Carolina,SC,12260,"Augusta-Richmond County, GA-SC",003,000,Aiken County,Aiken County
45,South Carolina,SC,4500004,Lower Savannah South Carolina nonmetropolitan area,005,000,Allendale County,Allendale County
45,South Carolina,SC,24860,"Greenville-Anderson-Mauldin, SC",007,000,Anderson County,Anderson County
45,South Carolina,SC,4500004,Lower Savannah South Carolina nonmetropolitan area,009,000,Bamberg County,Bamberg County
45,South Carolina,SC,4500004,Lower Savannah South Carolina nonmetropolitan area,011,000,Barnwell County,Barnwell County
45,South Carolina,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",013,000,Beaufort County,Beaufort County
45,South Carolina,SC,16700,"Charleston-North Charleston, SC",015,000,Berkeley County,Berkeley County
45,South Carolina,SC,17900,"Columbia, SC",017,000,Calhoun County,Calhoun County
45,South Carolina,SC,16700,"Charleston-North Charleston, SC",019,000,Charleston County,Charleston County
45,South Carolina,SC,4500002,Upper Savannah South Carolina nonmetropolitan area,021,000,Cherokee County,Cherokee County
45,South Carolina,SC,16740,"Charlotte-Concord-Gastonia, NC-SC",023,000,Chester County,Chester County
45,South Carolina,SC,4500006,Northeast South Carolina nonmetropolitan area,025,000,Chesterfield County,Chesterfield County
45,South Carolina,SC,4500006,Northeast South Carolina nonmetropolitan area,027,000,Clarendon County,Clarendon County
45,South Carolina,SC,4500006,Northeast South Carolina nonmetropolitan area,029,000,Colleton County,Colleton County
45,South Carolina,SC,22500,"Florence, SC",031,000,Darlington County,Darlington County
45,South Carolina,SC,4500006,Northeast South Carolina nonmetropolitan area,033,000,Dillon County,Dillon County
45,South Carolina,SC,16700,"Charleston-North Charleston, SC",035,000,Dorchester County,Dorchester County
45,South Carolina,SC,12260,"Augusta-Richmond County, GA-SC",037,000,Edgefield County,Edgefield County
45,South Carolina,SC,17900,"Columbia, SC",039,000,Fairfield County,Fairfield County
45,South Carolina,SC,22500,"Florence, SC",041,000,Florence County,Florence County
45,South Carolina,SC,4500006,Northeast South Carolina nonmetropolitan area,043,000,Georgetown County,Georgetown County
45,South Carolina,SC,24860,"Greenville-Anderson-Mauldin, SC",045,000,Greenville County,Greenville County
45,South Carolina,SC,4500002,Upper Savannah South Carolina nonmetropolitan area,047,000,Greenwood County,Greenwood County
45,South Carolina,SC,4500006,Northeast South Carolina nonmetropolitan area,049,000,Hampton County,Hampton County
45,South Carolina,SC,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",051,000,Horry County,Horry County
45,South Carolina,SC,25940,"Hilton Head Island-Bluffton-Beaufort, SC",053,000,Jasper County,Jasper County
45,South Carolina,SC,17900,"Columbia, SC",055,000,Kershaw County,Kershaw County
45,South Carolina,SC,16740,"Charlotte-Concord-Gastonia, NC-SC",057,000,Lancaster County,Lancaster County
45,South Carolina,SC,24860,"Greenville-Anderson-Mauldin, SC",059,000,Laurens County,Laurens County
45,South Carolina,SC,4500006,Northeast South Carolina nonmetropolitan area,061,000,Lee County,Lee County
45,South Carolina,SC,17900,"Columbia, SC",063,000,Lexington County,Lexington County
45,South Carolina,SC,4500006,Northeast South Carolina nonmetropolitan area,067,000,Marion County,Marion County
45,South Carolina,SC,4500006,Northeast South Carolina nonmetropolitan area,069,000,Marlboro County,Marlboro County
45,South Carolina,SC,4500002,Upper Savannah South Carolina nonmetropolitan area,065,000,McCormick County,McCormick County
45,South Carolina,SC,4500004,Lower Savannah South Carolina nonmetropolitan area,071,000,Newberry County,Newberry County
45,South Carolina,SC,4500002,Upper Savannah South Carolina nonmetropolitan area,073,000,Oconee County,Oconee County
45,South Carolina,SC,4500004,Lower Savannah South Carolina nonmetropolitan area,075,000,Orangeburg County,Orangeburg County
45,South Carolina,SC,24860,"Greenville-Anderson-Mauldin, SC",077,000,Pickens County,Pickens County
45,South Carolina,SC,17900,"Columbia, SC",079,000,Richland County,Richland County
45,South Carolina,SC,17900,"Columbia, SC",081,000,Saluda County,Saluda County
45,South Carolina,SC,43900,"Spartanburg, SC",083,000,Spartanburg County,Spartanburg County
45,South Carolina,SC,44940,"Sumter, SC",085,000,Sumter County,Sumter County
45,South Carolina,SC,43900,"Spartanburg, SC",087,000,Union County,Union County
45,South Carolina,SC,4500006,Northeast South Carolina nonmetropolitan area,089,000,Williamsburg County,Williamsburg County
45,South Carolina,SC,16740,"Charlotte-Concord-Gastonia, NC-SC",091,000,York County,York County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,003,000,Aurora County,Aurora County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,005,000,Beadle County,Beadle County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,007,000,Bennett County,Bennett County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,009,000,Bon Homme County,Bon Homme County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,011,000,Brookings County,Brookings County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,013,000,Brown County,Brown County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,015,000,Brule County,Brule County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,017,000,Buffalo County,Buffalo County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,019,000,Butte County,Butte County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,021,000,Campbell County,Campbell County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,023,000,Charles Mix County,Charles Mix County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,025,000,Clark County,Clark County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,027,000,Clay County,Clay County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,029,000,Codington County,Codington County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,031,000,Corson County,Corson County
46,South Dakota,SD,39660,"Rapid City, SD",033,000,Custer County,Custer County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,035,000,Davison County,Davison County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,037,000,Day County,Day County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,039,000,Deuel County,Deuel County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,041,000,Dewey County,Dewey County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,043,000,Douglas County,Douglas County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,045,000,Edmunds County,Edmunds County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,047,000,Fall River County,Fall River County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,049,000,Faulk County,Faulk County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,051,000,Grant County,Grant County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,053,000,Gregory County,Gregory County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,055,000,Haakon County,Haakon County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,057,000,Hamlin County,Hamlin County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,059,000,Hand County,Hand County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,061,000,Hanson County,Hanson County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,063,000,Harding County,Harding County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,065,000,Hughes County,Hughes County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,067,000,Hutchinson County,Hutchinson County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,069,000,Hyde County,Hyde County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,071,000,Jackson County,Jackson County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,073,000,Jerauld County,Jerauld County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,075,000,Jones County,Jones County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,077,000,Kingsbury County,Kingsbury County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,079,000,Lake County,Lake County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,081,000,Lawrence County,Lawrence County
46,South Dakota,SD,43620,"Sioux Falls, SD",083,000,Lincoln County,Lincoln County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,085,000,Lyman County,Lyman County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,091,000,Marshall County,Marshall County
46,South Dakota,SD,43620,"Sioux Falls, SD",087,000,McCook County,McCook County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,089,000,McPherson County,McPherson County
46,South Dakota,SD,39660,"Rapid City, SD",093,000,Meade County,Meade County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,095,000,Mellette County,Mellette County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,097,000,Miner County,Miner County
46,South Dakota,SD,43620,"Sioux Falls, SD",099,000,Minnehaha County,Minnehaha County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,101,000,Moody County,Moody County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,102,000,Oglala Lakota County,Oglala Lakota County
46,South Dakota,SD,39660,"Rapid City, SD",103,000,Pennington County,Pennington County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,105,000,Perkins County,Perkins County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,107,000,Potter County,Potter County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,109,000,Roberts County,Roberts County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,111,000,Sanborn County,Sanborn County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,115,000,Spink County,Spink County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,117,000,Stanley County,Stanley County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,119,000,Sully County,Sully County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,121,000,Todd County,Todd County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,123,000,Tripp County,Tripp County
46,South Dakota,SD,43620,"Sioux Falls, SD",125,000,Turner County,Turner County
46,South Dakota,SD,43580,"Sioux City, IA-NE-SD",127,000,Union County,Union County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,129,000,Walworth County,Walworth County
46,South Dakota,SD,4600002,East South Dakota nonmetropolitan area,135,000,Yankton County,Yankton County
46,South Dakota,SD,4600003,West South Dakota nonmetropolitan area,137,000,Ziebach County,Ziebach County
47,Tennessee,TN,28940,"Knoxville, TN",001,000,Anderson County,Anderson County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,003,000,Bedford County,Bedford County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,005,000,Benton County,Benton County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,007,000,Bledsoe County,Bledsoe County
47,Tennessee,TN,28940,"Knoxville, TN",009,000,Blount County,Blount County
47,Tennessee,TN,17420,"Cleveland, TN",011,000,Bradley County,Bradley County
47,Tennessee,TN,28940,"Knoxville, TN",013,000,Campbell County,Campbell County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",015,000,Cannon County,Cannon County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,017,000,Carroll County,Carroll County
47,Tennessee,TN,27740,"Johnson City, TN",019,000,Carter County,Carter County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",021,000,Cheatham County,Cheatham County
47,Tennessee,TN,27180,"Jackson, TN",023,000,Chester County,Chester County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,025,000,Claiborne County,Claiborne County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,027,000,Clay County,Clay County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,029,000,Cocke County,Cocke County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,031,000,Coffee County,Coffee County
47,Tennessee,TN,27180,"Jackson, TN",033,000,Crockett County,Crockett County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,035,000,Cumberland County,Cumberland County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",037,000,Davidson County,Davidson County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,041,000,DeKalb County,DeKalb County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,039,000,Decatur County,Decatur County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",043,000,Dickson County,Dickson County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,045,000,Dyer County,Dyer County
47,Tennessee,TN,32820,"Memphis, TN-MS-AR",047,000,Fayette County,Fayette County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,049,000,Fentress County,Fentress County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,051,000,Franklin County,Franklin County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,053,000,Gibson County,Gibson County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,055,000,Giles County,Giles County
47,Tennessee,TN,28940,"Knoxville, TN",057,000,Grainger County,Grainger County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,059,000,Greene County,Greene County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,061,000,Grundy County,Grundy County
47,Tennessee,TN,34100,"Morristown, TN",063,000,Hamblen County,Hamblen County
47,Tennessee,TN,16860,"Chattanooga, TN-GA",065,000,Hamilton County,Hamilton County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,067,000,Hancock County,Hancock County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,069,000,Hardeman County,Hardeman County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,071,000,Hardin County,Hardin County
47,Tennessee,TN,28700,"Kingsport-Bristol-Bristol, TN-VA",073,000,Hawkins County,Hawkins County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,075,000,Haywood County,Haywood County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,077,000,Henderson County,Henderson County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,079,000,Henry County,Henry County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",081,000,Hickman County,Hickman County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,083,000,Houston County,Houston County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,085,000,Humphreys County,Humphreys County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,087,000,Jackson County,Jackson County
47,Tennessee,TN,34100,"Morristown, TN",089,000,Jefferson County,Jefferson County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,091,000,Johnson County,Johnson County
47,Tennessee,TN,28940,"Knoxville, TN",093,000,Knox County,Knox County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,095,000,Lake County,Lake County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,097,000,Lauderdale County,Lauderdale County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,099,000,Lawrence County,Lawrence County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,101,000,Lewis County,Lewis County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,103,000,Lincoln County,Lincoln County
47,Tennessee,TN,28940,"Knoxville, TN",105,000,Loudon County,Loudon County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",111,000,Macon County,Macon County
47,Tennessee,TN,27180,"Jackson, TN",113,000,Madison County,Madison County
47,Tennessee,TN,16860,"Chattanooga, TN-GA",115,000,Marion County,Marion County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,117,000,Marshall County,Marshall County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",119,000,Maury County,Maury County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,107,000,McMinn County,McMinn County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,109,000,McNairy County,McNairy County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,121,000,Meigs County,Meigs County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,123,000,Monroe County,Monroe County
47,Tennessee,TN,17300,"Clarksville, TN-KY",125,000,Montgomery County,Montgomery County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,127,000,Moore County,Moore County
47,Tennessee,TN,28940,"Knoxville, TN",129,000,Morgan County,Morgan County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,191,000,Oak Ridge Reservation,Oak Ridge Reservation
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,131,000,Obion County,Obion County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,133,000,Overton County,Overton County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,135,000,Perry County,Perry County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,137,000,Pickett County,Pickett County
47,Tennessee,TN,17420,"Cleveland, TN",139,000,Polk County,Polk County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,141,000,Putnam County,Putnam County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,143,000,Rhea County,Rhea County
47,Tennessee,TN,28940,"Knoxville, TN",145,000,Roane County,Roane County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",147,000,Robertson County,Robertson County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",149,000,Rutherford County,Rutherford County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,151,000,Scott County,Scott County
47,Tennessee,TN,16860,"Chattanooga, TN-GA",153,000,Sequatchie County,Sequatchie County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,155,000,Sevier County,Sevier County
47,Tennessee,TN,32820,"Memphis, TN-MS-AR",157,000,Shelby County,Shelby County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",159,000,Smith County,Smith County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,161,000,Stewart County,Stewart County
47,Tennessee,TN,28700,"Kingsport-Bristol-Bristol, TN-VA",163,000,Sullivan County,Sullivan County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",165,000,Sumner County,Sumner County
47,Tennessee,TN,32820,"Memphis, TN-MS-AR",167,000,Tipton County,Tipton County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",169,000,Trousdale County,Trousdale County
47,Tennessee,TN,27740,"Johnson City, TN",171,000,Unicoi County,Unicoi County
47,Tennessee,TN,28940,"Knoxville, TN",173,000,Union County,Union County
47,Tennessee,TN,4700004,East Tennessee nonmetropolitan area,175,000,Van Buren County,Van Buren County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,177,000,Warren County,Warren County
47,Tennessee,TN,27740,"Johnson City, TN",179,000,Washington County,Washington County
47,Tennessee,TN,4700002,South Central Tennessee nonmetropolitan area,181,000,Wayne County,Wayne County
47,Tennessee,TN,4700001,West Tennessee nonmetropolitan area,183,000,Weakley County,Weakley County
47,Tennessee,TN,4700003,North Central Tennessee nonmetropolitan area,185,000,White County,White County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",187,000,Williamson County,Williamson County
47,Tennessee,TN,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",189,000,Wilson County,Wilson County
48,Texas,TX,4800002,North Texas Region of Texas nonmetropolitan area,001,000,Anderson County,Anderson County
48,Texas,TX,4800001,West Texas Region of Texas nonmetropolitan area,003,000,Andrews County,Andrews County
48,Texas,TX,4800003,Big Thicket Region of Texas nonmetropolitan area,005,000,Angelina County,Angelina County
48,Texas,TX,18580,"Corpus Christi, TX",007,000,Aransas County,Aransas County
48,Texas,TX,48660,"Wichita Falls, TX",009,000,Archer County,Archer County
48,Texas,TX,11100,"Amarillo, TX",011,000,Armstrong County,Armstrong County
48,Texas,TX,41700,"San Antonio-New Braunfels, TX",013,000,Atascosa County,Atascosa County
48,Texas,TX,26420,"Houston-The Woodlands-Sugar Land, TX",015,000,Austin County,Austin County
48,Texas,TX,4800001,West Texas Region of Texas nonmetropolitan area,017,000,Bailey County,Bailey County
48,Texas,TX,41700,"San Antonio-New Braunfels, TX",019,000,Bandera County,Bandera County
48,Texas,TX,12420,"Austin-Round Rock, TX",021,000,Bastrop County,Bastrop County
48,Texas,TX,4800001,West Texas Region of Texas nonmetropolitan area,023,000,Baylor County,Baylor County
48,Texas,TX,4800006,Coastal Plains Region of Texas nonmetropolitan area,025,000,Bee County,Bee County
48,Texas,TX,28660,"Killeen-Temple, TX",027,000,Bell County,Bell County
48,Texas,TX,41700,"San Antonio-New Braunfels, TX",029,000,Bexar County,Bexar County
48,Texas,TX,4800004,Hill Country Region of Texas nonmetropolitan area,031,000,Blanco County,Blanco County
48,Texas,TX,4800001,West Texas Region of Texas nonmetropolitan area,033,000,Borden County,Borden County
48,Texas,TX,4800004,Hill Country Region of Texas nonmetropolitan area,035,000,Bosque County,Bosque County
48,Texas,TX,45500,"Texarkana, TX-AR",037,000,Bowie County,Bowie County
48,Texas,TX,26420,"Houston-The Woodlands-Sugar Land, TX",039,000,Brazoria County,Brazoria County
48,Texas,TX,17780,"College Station-Bryan, TX",041,000,Brazos County,Brazos County
48,Texas,TX,4800001,West Texas Region of Texas nonmetropolitan area,043,000,Brewster County,Brewster County
48,Texas,TX,4800001,West Texas Region of Texas nonmetropolitan area,045,000,Briscoe County,Briscoe County
48,Texas,TX,4800006,Coastal Plains Region of Texas nonmetropolitan area,047,000,Brooks County,Brooks County
48,Texas,TX,4800004,Hill Country Region of Texas nonmetropolitan area,049,000,Brown County,Brown County
48,Texas,TX,17780,"College Station-Bryan, TX",051,000,Burleson County,Burleson County
48,Texas,TX,4800004,Hill Country Region of Texas nonmetropolitan area,053,000,Burnet County,Burnet County
48,Texas,TX,12420,"Austin-Round Rock, TX",055,000,Caldwell County,Caldwell County
48,Texas,TX,4800006,Coastal Plains Region of Texas nonmetropolitan area,057,000,Calhoun County,Calhoun County
48,Texas,TX,10180,"Abilene, TX",059,000,Callahan County,Callahan County
48,Texas,TX,15180,"Brownsville-Harlingen, TX",061,000,Cameron County,Cameron County
48,Texas,TX,4800002,North Texas Region of Texas nonmetropolitan area,063,000,Camp County,Camp County
48,Texas,TX,11100,"Amarillo, TX",065,000,Carson County,Carson County
48,Texas,TX,4800002,North Texas Region of Texas nonmetropolitan area,067,000,Cass County,Cass County
48,Texas,TX,4800001,West Texas Region of Texas nonmetropolitan area,069,000,Castro County,Castro County
48,Texas,TX,26420,"Houston-The Woodlands-Sugar Land, TX",071,000,Chambers County,Chambers County
48,Texas,TX,4800002,North Texas Region of Texas nonmetropolitan area,073,000,Cherokee County,Cherokee County
48,Texas,TX,4800001,West Texas Region of Texas nonmetropolitan area,075,000,Childress County,Childress County
48,Texas,TX,48660,"Wichita Falls, TX",077,000,Clay County,Clay County
48,Texas,TX,4800001,West Texas Region of Texas nonmetropolitan area,079,000,Cochran County,Cochran County
48,Texas,TX,4800004,Hill Country Region of Texas nonmetropolitan area,081,000,Coke County,Coke County
48,Texas,TX,4800004,Hill Country Region of Texas nonmetropolitan area,083,000,Coleman County,Coleman County
